name,nickname,url,dob,weight,reach,height,stance
Charlie Kohler,--,http://ufcstats.com/fighter-details/5717efc6f271cd52,"Jul 16, 1976",155 lbs.,--,"5' 9""",Orthodox
Kaloyan Kolev,--,http://ufcstats.com/fighter-details/33de378ce1734638,"Oct 17, 1992",205 lbs.,"73""","6' 2""",Orthodox
Brad Kohler,--,http://ufcstats.com/fighter-details/13c4313ed0f744f3,"May 26, 1964",220 lbs.,--,"5' 9""",Orthodox
Thales Leites,--,http://ufcstats.com/fighter-details/cfb65863d5099327,"Sep 06, 1981",185 lbs.,"78""","6' 1""",Orthodox
Shingo Kohara,--,http://ufcstats.com/fighter-details/44c233770075cea1,--,135 lbs.,--,"5' 6""",
Tsuyoshi Kohsaka,TK,http://ufcstats.com/fighter-details/b76ed59283d3559c,"Mar 06, 1970",225 lbs.,--,"5' 11""",Orthodox
Sokun Koh,--,http://ufcstats.com/fighter-details/6d8ef8706781c49e,--,205 lbs.,--,"6' 1""",
Isao Kobayashi,--,http://ufcstats.com/fighter-details/a02652d063ef5baa,"Oct 28, 1988",145 lbs.,--,"5' 8""",
Josefine Knutsson,Thunder,http://ufcstats.com/fighter-details/971dba22c622af12,"Jan 16, 1996",115 lbs.,"60""","5' 3""",Orthodox
Kelly Kobold,Blood Red,http://ufcstats.com/fighter-details/c398235fcaf8d71d,"Feb 25, 1983",135 lbs.,--,"5' 6""",Orthodox
Kevin Knabjian,--,http://ufcstats.com/fighter-details/1fac46d466abd5b8,"Jul 05, 1984",170 lbs.,--,"5' 10""",Orthodox
Erik Koch,Phoenix,http://ufcstats.com/fighter-details/99bd87a300079ed9,"Oct 04, 1988",170 lbs.,"71""","5' 10""",Southpaw
Michael Knaap,Hammer,http://ufcstats.com/fighter-details/02f0e04acf102ea9,"Feb 27, 1984",220 lbs.,--,"6' 2""",Orthodox
Jason Knight,The Kid,http://ufcstats.com/fighter-details/bb1a2cdad6ff34db,"Jul 14, 1992",145 lbs.,"71""","5' 10""",Orthodox
Stefan Klever,--,http://ufcstats.com/fighter-details/bc3876891e155bb5,--,185 lbs.,--,--,Orthodox
Felix Klinkhammer,--,http://ufcstats.com/fighter-details/8276f28f1ad087de,--,170 lbs.,--,"6' 0""",
Drakkar Klose,--,http://ufcstats.com/fighter-details/7cbf7c78d3b34218,"Mar 09, 1988",155 lbs.,"70""","5' 9""",Orthodox
Seth Kleinbeck,Mass Destruction,http://ufcstats.com/fighter-details/8ad022dd81224f61,"Jul 25, 1973",185 lbs.,--,"6' 2""",
William Knight,Knightmare,http://ufcstats.com/fighter-details/5da33b8fbfa5ee95,"Apr 03, 1988",205 lbs.,"73""","5' 10""",Orthodox
Justin Burlinson,--,http://ufcstats.com/fighter-details/dadd80ef954e54ed,"May 19, 1997",170 lbs.,"74""","6' 1""",Switch
Shane Burgos,Hurricane,http://ufcstats.com/fighter-details/98d961097baaf308,"Mar 19, 1991",145 lbs.,"75""","5' 11""",Orthodox
Felipe Bunes,Felipinho,http://ufcstats.com/fighter-details/53c10176e3bc7416,"Oct 29, 1989",125 lbs.,"69""","5' 7""",Orthodox
Josh Bumgarner,--,http://ufcstats.com/fighter-details/9900ab86a4c458bd,--,170 lbs.,--,"6' 1""",
Joshua Burkman,The People's Warrior,http://ufcstats.com/fighter-details/6da99156486ed6c2,"Apr 10, 1980",170 lbs.,"72""","5' 10""",Orthodox
Shawn Bunch,Bunch the Great,http://ufcstats.com/fighter-details/6e9af164ab91a229,"Mar 19, 1983",135 lbs.,--,"5' 5""",
Lee Kwan Bum,--,http://ufcstats.com/fighter-details/c0342805a1948cbb,--,286 lbs.,--,"6' 2""",Orthodox
Modestas Bukauskas,The Baltic Gladiator,http://ufcstats.com/fighter-details/476fe566d2df676e,"Feb 10, 1994",205 lbs.,"78""","6' 3""",Switch
Paul Buentello,The Headhunter,http://ufcstats.com/fighter-details/f0abbb6f3444dae7,"Jan 16, 1974",245 lbs.,"77""","6' 2""",Orthodox
Dylan Budka,The Mindless Hulk,http://ufcstats.com/fighter-details/a817e238b2747404,"Jan 14, 2000",185 lbs.,"75""","6' 0""",Switch
Mayra Bueno Silva,Sheetara,http://ufcstats.com/fighter-details/cc8c623cca88f54f,"Aug 22, 1991",135 lbs.,"66""","5' 6""",Orthodox
Francisco Bueno,--,http://ufcstats.com/fighter-details/a72d260b436924c4,--,225 lbs.,--,"5' 9""",Orthodox
John Makdessi,The Bull,http://ufcstats.com/fighter-details/c21a036b4e012f1c,"May 03, 1985",155 lbs.,"68""","5' 8""",Orthodox
Roshan Mainam,The Indian Notorious,http://ufcstats.com/fighter-details/b301292b1bc92bdb,--,135 lbs.,--,--,
Julia Budd,--,http://ufcstats.com/fighter-details/dcdc4503b9d49977,"Jul 04, 1983",145 lbs.,"67""","5' 7""",
Nayara Maia,Capita,http://ufcstats.com/fighter-details/03b1b79b34eaf217,"Jul 25, 1990",125 lbs.,"66""","5' 5""",Orthodox
Levan Makashvili,The Hornet,http://ufcstats.com/fighter-details/938ad489fb7a1f31,"Jan 07, 1989",145 lbs.,"68""","5' 8""",Orthodox
Mike Budnik,--,http://ufcstats.com/fighter-details/b98209144b63ae26,"Aug 08, 1974",145 lbs.,"68""","5' 9""",Orthodox
Martin Buday,Badys,http://ufcstats.com/fighter-details/8eb046f83e82bf26,"Nov 11, 1991",265 lbs.,"77""","6' 4""",Orthodox
Jennifer Maia,--,http://ufcstats.com/fighter-details/8e1f36476ef02a6a,"Oct 06, 1988",125 lbs.,"64""","5' 4""",Orthodox
Klayton Mai,--,http://ufcstats.com/fighter-details/7a9c1bb08a743d7f,"Nov 30, 1986",125 lbs.,--,"5' 9""",
Zabit Magomedsharipov,--,http://ufcstats.com/fighter-details/87aa9fb63d6b51a1,"Mar 01, 1991",145 lbs.,"73""","6' 1""",Orthodox
Bill Mahood,The Butcher,http://ufcstats.com/fighter-details/ae58685caf8e4a0d,"Feb 01, 1967",200 lbs.,--,"6' 3""",Orthodox
Michelle Maher,--,http://ufcstats.com/fighter-details/118463dd8db16e7f,--,145 lbs.,--,--,
Lolohea Mahe,--,http://ufcstats.com/fighter-details/fb0b6593cec84356,--,--,--,--,
Demian Maia,--,http://ufcstats.com/fighter-details/427b5953ac8e3a27,"Nov 06, 1977",170 lbs.,"72""","6' 1""",Southpaw
Maheshate,--,http://ufcstats.com/fighter-details/8c1ca54b5089d199,"Dec 01, 1999",155 lbs.,"71""","6' 0""",Orthodox
Shara Magomedov,Bullet,http://ufcstats.com/fighter-details/06734ca9d88dec3a,"May 16, 1994",170 lbs.,--,"6' 2""",
Abus Magomedov,--,http://ufcstats.com/fighter-details/36b8f265bcd1b7a4,"Sep 02, 1990",185 lbs.,"78""","6' 2""",Orthodox
John Maguire,The One,http://ufcstats.com/fighter-details/1a7745388839e52b,"May 19, 1983",155 lbs.,"69""","5' 9""",Southpaw
Sherron Leggett,Rob Roy,http://ufcstats.com/fighter-details/4f670b7972fa0a2e,"Oct 27, 1978",155 lbs.,--,"5' 8""",Southpaw
Cheyden Leialoha,Steadfast,http://ufcstats.com/fighter-details/98cbbc06074c68a4,"Mar 15, 1994",135 lbs.,"73""","5' 8""",Orthodox
Claudia Leite,--,http://ufcstats.com/fighter-details/90550a08f0b02b6f,"Nov 04, 1996",135 lbs.,"64""","5' 3""",Orthodox
Ricky Legere Jr.,IE Bad Boy,http://ufcstats.com/fighter-details/5817df778cc27274,--,170 lbs.,--,"5' 8""",
JeongYeong Lee,Korean Tiger,http://ufcstats.com/fighter-details/d008d785f6347dc2,"Nov 13, 1995",145 lbs.,"73""","5' 10""",Orthodox
ChangHo Lee,--,http://ufcstats.com/fighter-details/117a06469813e4ef,"May 09, 1994",135 lbs.,"69""","5' 8""",Orthodox
JungHyun Lee,The Phenom,http://ufcstats.com/fighter-details/b6033505c245e28b,"Sep 10, 2002",125 lbs.,"65""","5' 5""",Orthodox
Rocky Lee,--,http://ufcstats.com/fighter-details/0d1c163b206e8c5f,"Apr 08, 1987",145 lbs.,--,"5' 9""",Orthodox
Andrea Lee,KGB,http://ufcstats.com/fighter-details/05fa626cb33d15b8,"Feb 11, 1989",125 lbs.,"69""","5' 6""",Orthodox
Kevin Lee,The Motown Phenom,http://ufcstats.com/fighter-details/ee9ebceabfd16fa7,"Sep 04, 1992",170 lbs.,"77""","5' 9""",Orthodox
Vaughan Lee,--,http://ufcstats.com/fighter-details/8bb6f4479685bbcc,"Oct 15, 1982",125 lbs.,"66""","5' 6""",Orthodox
Matt Lee,--,http://ufcstats.com/fighter-details/d9e3743bae8d703d,--,155 lbs.,--,"5' 11""",Orthodox
Tommy Lee,--,http://ufcstats.com/fighter-details/806975e1b4f47b27,"Jan 20, 1977",145 lbs.,--,"5' 7""",Orthodox
Imani Lee,--,http://ufcstats.com/fighter-details/0802be3516ef8f66,--,--,--,--,Orthodox
Tae Hyun Lee,--,http://ufcstats.com/fighter-details/de99da2c0d18d34a,"Jan 17, 1975",295 lbs.,--,"6' 6""",Orthodox
Satoru Kitaoka,--,http://ufcstats.com/fighter-details/e2ac5bb645f33088,"Feb 04, 1980",154 lbs.,--,"5' 6""",
Ludovit Klein,Mr. Highlight,http://ufcstats.com/fighter-details/5b86d491d63890c5,"Feb 22, 1995",155 lbs.,"72""","5' 7""",Southpaw
Yurij Kiseliov,Playboy,http://ufcstats.com/fighter-details/51d2aaaca56e5b40,--,185 lbs.,--,"5' 8""",Orthodox
Top Noi Kiwram,--,http://ufcstats.com/fighter-details/e065b4a42a6c2c79,"Aug 15, 1992",125 lbs.,"67""","5' 5""",Southpaw
Yusaku Kinoshita,--,http://ufcstats.com/fighter-details/21b5c82c1b89dab1,"Aug 21, 2000",170 lbs.,"71""","6' 0""",Southpaw
Koji Kitao,--,http://ufcstats.com/fighter-details/2a6f8136da1e52c0,"Oct 12, 1963",350 lbs.,--,"6' 7""",Southpaw
Justine Kish,--,http://ufcstats.com/fighter-details/928ae2e5b5f7a9ec,"Apr 13, 1988",125 lbs.,"64""","5' 5""",Orthodox
Kyle Kingsbury,Kingsbu,http://ufcstats.com/fighter-details/b959e8c7fd8390d2,"Mar 22, 1982",205 lbs.,"79""","6' 4""",Orthodox
Kamuela Kirk,The Jawaiian,http://ufcstats.com/fighter-details/c7d7fda69ec410d3,"Apr 13, 1994",155 lbs.,"75""","5' 10""",Switch
Mike King,--,http://ufcstats.com/fighter-details/564c2f5f9eb45d67,"Aug 04, 1983",185 lbs.,--,"6' 3""",
Taiei Kin,--,http://ufcstats.com/fighter-details/c7ac79839e86ce33,"Jul 08, 1970",185 lbs.,--,"5' 11""",Orthodox
Dustin Kimura,The Diamond,http://ufcstats.com/fighter-details/fe91d254db77a7fc,"May 21, 1989",135 lbs.,"71""","5' 7""",Orthodox
So Yul Kim,--,http://ufcstats.com/fighter-details/864c07a7ff90caae,"May 25, 1997",115 lbs.,--,--,
SangWon Kim,No Problem,http://ufcstats.com/fighter-details/e9712cad24948ce1,"Sep 01, 1993",145 lbs.,"69""","5' 9""",Orthodox
Rob Kimmons,The Rosedale Reaper,http://ufcstats.com/fighter-details/054defd5420a551f,"Jan 30, 1981",185 lbs.,"73""","5' 10""",Orthodox
Courtney Buck,--,http://ufcstats.com/fighter-details/3feed7d02711d8b7,"Mar 19, 1982",135 lbs.,--,"5' 10""",Orthodox
Jeremy Kimball,--,http://ufcstats.com/fighter-details/917a5cb9821df261,"Jan 03, 1991",205 lbs.,"72""","6' 0""",Switch
Joaquin Buckley,New Mansa,http://ufcstats.com/fighter-details/b9437600497350f3,"Apr 27, 1994",170 lbs.,"76""","5' 10""",Southpaw
Justin Buchholz,--,http://ufcstats.com/fighter-details/231926533134ec1f,"Aug 22, 1983",155 lbs.,"73""","6' 0""",Orthodox
Lukasz Brzeski,The Bull,http://ufcstats.com/fighter-details/0c25d0a5e8cdbf19,"May 17, 1992",236 lbs.,"78""","6' 4""",Orthodox
Robert Bryczek,--,http://ufcstats.com/fighter-details/f96856f9d69fd7e4,"Jul 04, 1990",185 lbs.,--,--,
Fernando Bruno,Acougueiro,http://ufcstats.com/fighter-details/b8c0f30ee9a98b69,"Feb 24, 1982",145 lbs.,--,"5' 6""",
Zak Bucia,--,http://ufcstats.com/fighter-details/6bbb8dc6e128779e,--,170 lbs.,--,"5' 10""",
Cody Brundage,--,http://ufcstats.com/fighter-details/f14f644d41ade29f,"May 16, 1994",185 lbs.,"72""","6' 0""",Orthodox
Josh Bryant,The Beast,http://ufcstats.com/fighter-details/01f022fa494188e2,"Apr 23, 1980",185 lbs.,--,"5' 10""",Orthodox
Dennis Bryant,The Beard,http://ufcstats.com/fighter-details/3b17353b8002c7d0,"Oct 18, 1985",205 lbs.,--,"6' 0""",Orthodox
Steve Bruno,Hollywood,http://ufcstats.com/fighter-details/2f3f12002564bb55,"Nov 03, 1981",170 lbs.,--,"5' 10""",Orthodox
Derek Brunson,The One,http://ufcstats.com/fighter-details/b1a3e0aca758b322,"Jan 04, 1984",185 lbs.,"77""","6' 1""",Southpaw
Justin Bruckmann,Loaf,http://ufcstats.com/fighter-details/5f8e00c27b7e7410,--,170 lbs.,--,"5' 9""",Orthodox
Gleidson Cutis,Poney,http://ufcstats.com/fighter-details/44a94bbde42246e4,"Feb 07, 1989",155 lbs.,--,"5' 9""",Orthodox
Chris Curtis,Action-Man,http://ufcstats.com/fighter-details/5442f1bc4b47eaf3,"Jul 15, 1987",185 lbs.,"75""","5' 10""",Orthodox
Ibragim Magomedov,--,http://ufcstats.com/fighter-details/e7e970d508529bf3,--,250 lbs.,--,"6' 0""",Orthodox
Stephanie Bruna,Rondinha,http://ufcstats.com/fighter-details/1b35af4d1529adf6,"Dec 16, 1999",115 lbs.,--,--,
Ion Cutelaba,The Hulk,http://ufcstats.com/fighter-details/cd13728ae1151f46,"Dec 14, 1993",205 lbs.,"75""","6' 1""",Southpaw
Pat Curran,Paddy Mike,http://ufcstats.com/fighter-details/d8291d0dd63da29c,"Aug 31, 1987",145 lbs.,--,"5' 9""",
Raimond Magomedaliev,--,http://ufcstats.com/fighter-details/d16373b3568678d4,"Jun 10, 1990",170 lbs.,--,--,
Brandon Magana,--,http://ufcstats.com/fighter-details/2015c944226ad2df,--,170 lbs.,--,--,Orthodox
Eric Magana,--,http://ufcstats.com/fighter-details/8db1b36dde268ef6,--,--,--,--,
Vinicius Magalhaes,Draculinho,http://ufcstats.com/fighter-details/1b583c64c23f0c7f,"Jul 30, 1971",145 lbs.,--,--,
Caio Magalhaes,Hellboy,http://ufcstats.com/fighter-details/0c5c66ddd1886b83,"Dec 14, 1987",185 lbs.,"73""","6' 1""",Orthodox
Angela Magana,Your Majesty,http://ufcstats.com/fighter-details/bd878a638e0e3be3,"Aug 02, 1983",115 lbs.,"65""","5' 1""",Orthodox
Leonardo Mafra,Macarrao,http://ufcstats.com/fighter-details/8bbc0cfc01bc1ba1,"Apr 25, 1989",155 lbs.,"70""","5' 10""",Orthodox
Bernardo Magalhaes,Trekko,http://ufcstats.com/fighter-details/7a613f78dd7ee8f8,"Apr 08, 1981",155 lbs.,--,"5' 9""",Orthodox
Neil Magny,The Haitian Sensation,http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5,"Aug 03, 1987",170 lbs.,"80""","6' 3""",Orthodox
Vinny Magalhaes,Pezao,http://ufcstats.com/fighter-details/88a9bc81271ccd89,"Jul 02, 1984",205 lbs.,"75""","6' 3""",Orthodox
Jon Madsen,--,http://ufcstats.com/fighter-details/7691a80e6ca3e55b,"Feb 12, 1980",240 lbs.,"72""","6' 0""",Orthodox
Jackie Lee,--,http://ufcstats.com/fighter-details/4985113c0928aa62,--,--,--,--,
Mark Madsen,The Olympian,http://ufcstats.com/fighter-details/da0995f19b749cfa,"Sep 23, 1984",155 lbs.,"72""","5' 8""",Orthodox
Yoshiro Maeda,--,http://ufcstats.com/fighter-details/a4bf17bd3ba3423b,"Oct 31, 1981",139 lbs.,"68""","5' 7""",Southpaw
Victor Madrigal,Periquito,http://ufcstats.com/fighter-details/cc63a5f0089d8ba9,--,135 lbs.,--,--,
Eun Soo Lee,--,http://ufcstats.com/fighter-details/39c568f8c579913e,"Mar 07, 1982",215 lbs.,--,"6' 1""",Orthodox
David Lee,--,http://ufcstats.com/fighter-details/8caca5857ce0e30b,--,155 lbs.,--,"5' 10""",Orthodox
James Lee,--,http://ufcstats.com/fighter-details/863d06a7ef8bc98c,"Sep 22, 1973",205 lbs.,--,"5' 11""",Southpaw
Stephen Ledbetter,--,http://ufcstats.com/fighter-details/56ec58954158966a,"Jun 30, 1982",145 lbs.,--,"5' 9""",Orthodox
Jerome LeBanner,--,http://ufcstats.com/fighter-details/2d0b10789feafddb,"Dec 26, 1972",265 lbs.,--,"6' 3""",Southpaw
Mickael Lebout,Ragnar,http://ufcstats.com/fighter-details/c575ab451e3c5b1d,"Aug 16, 1987",155 lbs.,"73""","5' 11""",Orthodox
Justin Ledet,El Blanco,http://ufcstats.com/fighter-details/ba1e6cb3d43f7430,"Sep 28, 1988",205 lbs.,"80""","6' 4""",Orthodox
Jordan Leavitt,The Monkey King,http://ufcstats.com/fighter-details/ac026518a9b4dc0f,"Jun 02, 1995",155 lbs.,"71""","5' 9""",Southpaw
Cung Le,--,http://ufcstats.com/fighter-details/d4f364dd076bb0e2,"May 25, 1972",185 lbs.,"70""","5' 9""",Southpaw
Thanh Le,--,http://ufcstats.com/fighter-details/882b3f5a0774d575,"Aug 28, 1985",145 lbs.,"74""","5' 9""",Orthodox
Chris Leben,The Crippler,http://ufcstats.com/fighter-details/d43a048a880efdff,"Jul 21, 1980",185 lbs.,"73""","5' 11""",Southpaw
Valmir Lazaro,Bidu,http://ufcstats.com/fighter-details/777dea713da2441d,"Aug 15, 1985",155 lbs.,"73""","6' 0""",Orthodox
Mounir Lazzez,The Sniper,http://ufcstats.com/fighter-details/49ee5024966efc0d,"Nov 16, 1987",170 lbs.,"76""","6' 1""",Orthodox
Jimmy Lawson,Greedy,http://ufcstats.com/fighter-details/e43eefb10d440cb0,"Nov 13, 1991",265 lbs.,"77""","6' 0""",Orthodox
Sangwook Kim,Frogman,http://ufcstats.com/fighter-details/a264d4e9a4d6bfe4,"Oct 17, 1993",155 lbs.,"72""","6' 0""",Orthodox
Zviad Lazishvili,--,http://ufcstats.com/fighter-details/41498c2d1a87b154,"Oct 25, 1991",135 lbs.,"69""","5' 6""",Orthodox
KyeungPyo Kim,Redhorse,http://ufcstats.com/fighter-details/5a9f7b5ffebdd6e7,"Jan 29, 1992",155 lbs.,"71""","5' 9""",Orthodox
HanSeul Kim,Spade,http://ufcstats.com/fighter-details/2bc47c7cc6c05bd7,"Jun 19, 1990",170 lbs.,"74""","6' 1""",Southpaw
Jong Man Kim,Special Force,http://ufcstats.com/fighter-details/dba230fe33011201,"Mar 03, 1978",139 lbs.,--,"5' 7""",Orthodox
MinWoo Kim,Korean MOAI,http://ufcstats.com/fighter-details/6343a95f1d9e6a33,"Jul 21, 1993",135 lbs.,"72""","5' 8""",Orthodox
Ji Yeon Kim,Firefist,http://ufcstats.com/fighter-details/a20f234df70f2182,"Oct 18, 1989",125 lbs.,"72""","5' 7""",Orthodox
Jong Wang Kim,--,http://ufcstats.com/fighter-details/380e8b023290d091,--,240 lbs.,--,"6' 1""",
Jong Won Kim,--,http://ufcstats.com/fighter-details/9e0f28d1f639ad73,--,139 lbs.,--,"5' 7""",Orthodox
Dae Won Kim,--,http://ufcstats.com/fighter-details/354808cf38d9d73c,--,180 lbs.,--,"5' 11""",Orthodox
Jin Oh Kim,--,http://ufcstats.com/fighter-details/8d04923f2db59b7f,--,205 lbs.,--,"5' 9""",Orthodox
Min Soo Kim,--,http://ufcstats.com/fighter-details/831b937811804dad,"Jan 22, 1975",255 lbs.,--,"6' 1""",Southpaw
Akira Kikuchi,--,http://ufcstats.com/fighter-details/9c37681096c6f3a9,"Jul 23, 1978",155 lbs.,--,"5' 8""",Orthodox
Jacob Kilburn,The Killer,http://ufcstats.com/fighter-details/637bd06c32219f0b,"Jun 28, 1995",145 lbs.,"72""","5' 9""",Orthodox
Dong Hyun Kim,Stun Gun,http://ufcstats.com/fighter-details/9bcf8603ceb25680,"Nov 17, 1981",170 lbs.,"76""","6' 2""",Southpaw
Katsunori Kikuno,--,http://ufcstats.com/fighter-details/44470bfd9483c7ad,"Oct 31, 1981",145 lbs.,"66""","5' 8""",Orthodox
Khabib Nurmagomedov,The Eagle,http://ufcstats.com/fighter-details/032cc3922d871c7f,"Sep 20, 1988",155 lbs.,"70""","5' 10""",Orthodox
Sanae Kikuta,--,http://ufcstats.com/fighter-details/e4bde462b043d3e1,"Sep 10, 1971",200 lbs.,--,"5' 9""",Orthodox
Umar Nurmagomedov,--,http://ufcstats.com/fighter-details/2b6fc1c02736833d,"Jan 03, 1996",135 lbs.,"69""","5' 8""",Orthodox
Kennedy Nzechukwu,African Savage,http://ufcstats.com/fighter-details/8667caa0451d245b,"Jun 13, 1992",205 lbs.,"83""","6' 5""",Southpaw
Pannie Kianzad,Banzai,http://ufcstats.com/fighter-details/91dac5e69e28d5b5,"Dec 08, 1991",135 lbs.,"66""","5' 7""",Orthodox
Josiane Nunes,Josi,http://ufcstats.com/fighter-details/68d35296f566792b,"Dec 23, 1993",145 lbs.,"67""","5' 2""",Southpaw
Abubakar Nurmagomedov,--,http://ufcstats.com/fighter-details/029e1293e609fd74,"Nov 13, 1989",170 lbs.,"72""","5' 11""",Orthodox
Junie Browning,--,http://ufcstats.com/fighter-details/d74cba8566291bfa,"May 12, 1984",155 lbs.,--,"5' 9""",Orthodox
Istela Nunes,--,http://ufcstats.com/fighter-details/efc67b07eed39794,"Jul 23, 1992",115 lbs.,"66""","5' 4""",Orthodox
Nina Nunes,--,http://ufcstats.com/fighter-details/d343df8ba11f4c4e,"Dec 03, 1985",125 lbs.,"64""","5' 5""",Orthodox
Humberto Brown Morrison,--,http://ufcstats.com/fighter-details/e9e7e1c8ff289e1b,"Nov 03, 1984",145 lbs.,--,"5' 10""",
TJ Brown,Downtown,http://ufcstats.com/fighter-details/d31cbcdd7d69536d,"May 22, 1990",145 lbs.,"72""","5' 9""",Switch
Jules Bruchez,--,http://ufcstats.com/fighter-details/d1dcd4e96464a53d,"Aug 16, 1977",205 lbs.,--,"6' 0""",Southpaw
Travis Browne,Hapa,http://ufcstats.com/fighter-details/3236bf606fe9fa5b,"Jul 17, 1982",255 lbs.,"79""","6' 6""",Orthodox
Said Nurmagomedov,--,http://ufcstats.com/fighter-details/0fd5f4b838e890cc,"Apr 05, 1992",135 lbs.,"70""","5' 8""",Orthodox
Damien Brown,Beatdown,http://ufcstats.com/fighter-details/d024ed963e8bf7ea,"Dec 25, 1984",155 lbs.,"68""","5' 10""",Orthodox
Chris Brown,--,http://ufcstats.com/fighter-details/9e2624ac992660c6,--,170 lbs.,--,--,
Frederick Brown,--,http://ufcstats.com/fighter-details/880c6b788266a3ef,--,235 lbs.,--,"6' 0""",
Dominic Brown,--,http://ufcstats.com/fighter-details/52b3ec072ad497a4,"Jun 04, 1982",190 lbs.,--,"5' 11""",
Todd Brown,Bulldog,http://ufcstats.com/fighter-details/9b68bf67c5695185,"Dec 13, 1976",205 lbs.,--,"5' 11""",Orthodox
Randy Brown,Rudeboy,http://ufcstats.com/fighter-details/c6aee362c7a7d482,"Jul 08, 1990",170 lbs.,"78""","6' 3""",Orthodox
Terrell Brown,--,http://ufcstats.com/fighter-details/85df85a4e276c90e,"Apr 13, 1983",185 lbs.,--,--,
Santo Curatolo,--,http://ufcstats.com/fighter-details/b8b765e320a8db39,"Jan 18, 1995",125 lbs.,"62""","5' 3""",Southpaw
Larry Cureton,--,http://ufcstats.com/fighter-details/46f11d15c0134fe3,--,240 lbs.,--,"6' 2""",Orthodox
Jeff Curran,Big Frog,http://ufcstats.com/fighter-details/a8ea84cbe1655f0a,"Sep 02, 1977",135 lbs.,"69""","5' 6""",Orthodox
Alton Cunningham,The Bo-Man,http://ufcstats.com/fighter-details/305bde44ff664788,"Jun 24, 1993",205 lbs.,"77""","6' 2""",Orthodox
Kailin Curran,--,http://ufcstats.com/fighter-details/05b43e0ead3df345,"Apr 11, 1991",115 lbs.,"65""","5' 4""",Orthodox
Hugo Cunha,Silverback,http://ufcstats.com/fighter-details/46a17755f80f63e8,"Feb 04, 1993",250 lbs.,--,"6' 4""",
AJ Cunningham,The Savage,http://ufcstats.com/fighter-details/d1053e55f00e53fe,"Sep 07, 1994",145 lbs.,"71""","5' 10""",Orthodox
Luke Cummo,--,http://ufcstats.com/fighter-details/93ce4ac89e3d7652,"Apr 27, 1980",170 lbs.,"74""","6' 0""",Orthodox
Patrick Cummins,Durkin,http://ufcstats.com/fighter-details/e51e5cb722bd47a8,"Nov 16, 1980",205 lbs.,"76""","6' 2""",Orthodox
Abel Cullum,The Silent Assassin,http://ufcstats.com/fighter-details/2f8f3c69522db931,"Apr 21, 1987",139 lbs.,--,"5' 7""",Orthodox
Zak Cummings,--,http://ufcstats.com/fighter-details/4ba8d454f762005d,"Aug 02, 1984",205 lbs.,"75""","6' 0""",Southpaw
Pauline Macias,PITA,http://ufcstats.com/fighter-details/e88b83dea18f5d31,"Jun 27, 1988",115 lbs.,"64""","5' 4""",Southpaw
Everett Cummings,--,http://ufcstats.com/fighter-details/05e4be525cb3578c,--,205 lbs.,--,--,
War Machine,--,http://ufcstats.com/fighter-details/cd7bafbeee1f29a0,"Nov 30, 1981",170 lbs.,--,"5' 11""",Orthodox
Anthony Macias,Mad Dog,http://ufcstats.com/fighter-details/dedc3bb440d09554,--,185 lbs.,--,"5' 9""",Switch
Ilima Macfarlane,--,http://ufcstats.com/fighter-details/8cf90e41646491fd,--,125 lbs.,--,"5' 4""",
Caio Machado,Bigfoot,http://ufcstats.com/fighter-details/89839250eb25c9c1,"Jul 20, 1994",250 lbs.,"78""","6' 4""",Southpaw
Valesca Machado,Tina Black,http://ufcstats.com/fighter-details/a1a91dbf41a029c4,"May 06, 1996",115 lbs.,"63""","5' 4""",Orthodox
Clayton MacFarlane,--,http://ufcstats.com/fighter-details/39831e62d12e7ad1,--,170 lbs.,--,--,
Rob MacDonald,Maximus,http://ufcstats.com/fighter-details/f3388d2cf7ab3f64,"Sep 05, 1978",205 lbs.,"78""","6' 3""",Orthodox
Ryan MacDonald,Main Event,http://ufcstats.com/fighter-details/35e1f9984ed64206,"Mar 18, 1993",135 lbs.,"71""","5' 11""",Switch
Lyoto Machida,The Dragon,http://ufcstats.com/fighter-details/f7a7f7118d4b01b6,"May 30, 1978",185 lbs.,"74""","6' 1""",Southpaw
Jason MacDonald,The Athlete,http://ufcstats.com/fighter-details/2be6596a9db33bf5,"Jun 03, 1975",185 lbs.,"80""","6' 3""",Orthodox
