name,nickname,url,dob,weight,reach,height,stance
Erik Apple,,http://ufcstats.com/fighter-details/1ccff7f0cfdf85eb,"Aug 26, 1977",170 lbs.,--,"6' 0""",Orthodox
Josh Appelt,,http://ufcstats.com/fighter-details/0c1a04afca64e38f,"Jun 19, 1983",255 lbs.,--,"5' 10""",Southpaw
Aoriqileng,The Mongolian Murderer,http://ufcstats.com/fighter-details/7d420039bbfe7c1a,"Jun 25, 1993",135 lbs.,"69""","5' 7""",Orthodox
Shinya Aoki,Tobikan Judan,http://ufcstats.com/fighter-details/79ded75550efc139,"May 09, 1983",154 lbs.,--,"5' 11""",Southpaw
Shinsho Anzai,Animal,http://ufcstats.com/fighter-details/4665f9f909cd7214,"Dec 01, 1985",170 lbs.,"70""","5' 7""",Orthodox
Angelo Antonio,,http://ufcstats.com/fighter-details/dbd198f780286aca,--,205 lbs.,--,--,Orthodox
Adam Antolin,Captain Chaos,http://ufcstats.com/fighter-details/25b31165758402dd,"Feb 28, 1982",125 lbs.,"63""","5' 5""",Orthodox
Gadzhimurad Antigulov,,http://ufcstats.com/fighter-details/af997f7611673880,"Feb 09, 1987",205 lbs.,"70""","5' 11""",Orthodox
Magomed Ankalaev,,http://ufcstats.com/fighter-details/d802174b0c0c1f4e,"Jun 02, 1992",205 lbs.,"75""","6' 3""",Orthodox
Yoji Anjo,Mr. 200%,http://ufcstats.com/fighter-details/e06fd1260ac865a7,"Mar 28, 1967",205 lbs.,--,"5' 11""",Orthodox
Chad Anheliger,The Monster,http://ufcstats.com/fighter-details/c7c39e2fb70248b3,"Dec 01, 1986",135 lbs.,"64""","5' 6""",Orthodox
Reese Andy,Riptide,http://ufcstats.com/fighter-details/46e2ca71fd5089cb,"Mar 31, 1973",205 lbs.,--,"6' 0""",Orthodox
Julius Anglickas,,http://ufcstats.com/fighter-details/e20ad078a7d63361,"Jul 23, 1991",205 lbs.,--,"6' 3""",Orthodox
Angga,The Hitman,http://ufcstats.com/fighter-details/d6a3e131ad4ba064,"Jan 13, 1989",145 lbs.,"68""","5' 7""",Orthodox
Jermaine Andre,,http://ufcstats.com/fighter-details/9bad58fa651d6196,--,200 lbs.,--,"5' 7""",Orthodox
Viscardi Andrade,,http://ufcstats.com/fighter-details/d221ee27afc7a60e,"Mar 08, 1984",170 lbs.,"75""","5' 11""",Orthodox
Azunna Anyanwu,Zulu,http://ufcstats.com/fighter-details/78d48d3874dacafd,"Aug 05, 1981",251 lbs.,--,"6' 1""",Orthodox
Collin Anglin,,http://ufcstats.com/fighter-details/047a91d3d9c79b05,"Feb 20, 1993",145 lbs.,"71""","5' 9""",Orthodox
Alex Andrade,El Toro,http://ufcstats.com/fighter-details/1562b12763cc8d67,"May 14, 1974",200 lbs.,--,"5' 11""",Orthodox
Tatsuya Ando,,http://ufcstats.com/fighter-details/17615148dd4be6f6,"Apr 26, 1990",135 lbs.,--,--,
Megan Anderson,,http://ufcstats.com/fighter-details/a0e75f4a13eb73f1,"Feb 11, 1990",145 lbs.,"72""","6' 0""",Orthodox
Derek Anderson,Barbaric,http://ufcstats.com/fighter-details/19ba965651486013,"Feb 02, 1990",155 lbs.,--,"6' 0""",
Andy Anderson,The Hammer,http://ufcstats.com/fighter-details/9199e0735b83dd32,"Jul 16, 1974",240 lbs.,--,"5' 6""",
Corey Anderson,Overtime,http://ufcstats.com/fighter-details/5e4eec08896c9423,"Sep 22, 1989",205 lbs.,"79""","6' 3""",Orthodox
Jessica Andrade,Bate Estaca,http://ufcstats.com/fighter-details/6a1901c62ab3870f,"Sep 25, 1991",115 lbs.,"62""","5' 1""",Orthodox
Eryk Anders,Ya Boi,http://ufcstats.com/fighter-details/cad24459b28592ca,"Apr 21, 1987",185 lbs.,"75""","6' 1""",Southpaw
Lowell Anderson,,http://ufcstats.com/fighter-details/1ffc38f67785797b,--,160 lbs.,--,"5' 6""",Orthodox
Bertrand Amoussou,,http://ufcstats.com/fighter-details/53adf5b845d91e4a,--,190 lbs.,--,"5' 8""",Orthodox
Hyder Amil,The Hurricane,http://ufcstats.com/fighter-details/41cc71cbf210e0fe,"May 28, 1990",145 lbs.,--,--,
Karl Amoussou,The Psycho,http://ufcstats.com/fighter-details/23a8c33869bf5392,"Nov 21, 1985",185 lbs.,--,"5' 11""",Orthodox
Makwan Amirkhani,Mr. Finland,http://ufcstats.com/fighter-details/87a1dc546b1c5caf,"Nov 08, 1988",145 lbs.,"72""","5' 10""",Southpaw
Alen Amedovski,,http://ufcstats.com/fighter-details/70fa1c64a2c439ef,"Apr 06, 1988",185 lbs.,"74""","5' 10""",Orthodox
Matt Andersen,,http://ufcstats.com/fighter-details/8738eacd62e82a32,"May 29, 1971",230 lbs.,--,"6' 2""",Southpaw
Chris Amarante,,http://ufcstats.com/fighter-details/ee0b69e307c857e5,--,185 lbs.,--,--,
Rayanne Amanda,,http://ufcstats.com/fighter-details/02bb48869eb7ac8f,"Jun 08, 1995",115 lbs.,"62""","5' 2""",Orthodox
Maiara Amanajas dos Santos,,http://ufcstats.com/fighter-details/247fbbfafea60bb1,"Jul 11, 1987",115 lbs.,--,"5' 5""",Southpaw
Jimmy Ambriz,The Titan,http://ufcstats.com/fighter-details/c912f676692c353a,"Jan 26, 1970",315 lbs.,--,"6' 2""",Southpaw
Adlan Amagov,Borz,http://ufcstats.com/fighter-details/1e327b281ef6a745,"Oct 30, 1986",170 lbs.,"76""","6' 2""",Orthodox
Rafael Alves,The Turn,http://ufcstats.com/fighter-details/029afd138865d20a,"Nov 14, 1990",155 lbs.,"68""","5' 8""",Orthodox
Anthony Alves,,http://ufcstats.com/fighter-details/bd92cf5da5413d2a,--,--,--,--,
Amilcar Alves,,http://ufcstats.com/fighter-details/dc5a6b2fdb27e7dc,"Aug 08, 1988",170 lbs.,--,"6' 0""",Southpaw
Jaime Alvarez,,http://ufcstats.com/fighter-details/4438482bd1d5a029,"Mar 08, 1988",125 lbs.,"69""","5' 8""",Orthodox
Thiago Alves,Pitbull,http://ufcstats.com/fighter-details/31ee470ef5dc8d7f,"Oct 03, 1983",170 lbs.,"70""","5' 9""",Orthodox
Warlley Alves,,http://ufcstats.com/fighter-details/d317a5e2b3f88c5f,"Jan 04, 1991",170 lbs.,"72""","5' 11""",Orthodox
Andre Amado,Dida,http://ufcstats.com/fighter-details/20821819c401ced8,--,154 lbs.,--,"6' 0""",Orthodox
Eddie Alvarez,,http://ufcstats.com/fighter-details/33a331684283900f,"Jan 11, 1984",155 lbs.,"69""","5' 9""",Orthodox
Sean Alvarez,,http://ufcstats.com/fighter-details/e741536153227386,"Jul 14, 1971",235 lbs.,--,"6' 0""",Orthodox
Rico Altamirano,,http://ufcstats.com/fighter-details/c61b49cec6abd6b9,--,170 lbs.,--,"5' 10""",
Patricia Alujas,El Angel,http://ufcstats.com/fighter-details/430c533614d45813,--,115 lbs.,--,--,
Mauricio Alonso,,http://ufcstats.com/fighter-details/c6bf75775b278ed8,"Feb 27, 1980",170 lbs.,--,"6' 2""",
Cesar Almeida,Cesinha,http://ufcstats.com/fighter-details/64d47ef881a437a4,"Mar 23, 1988",185 lbs.,--,--,Orthodox
